pdb_id,filename,num_frames
3ubrA02,3ubrA02_R2_i1.npy,500
2k37A00,2k37A00_R1_i1.npy,500
3e0gA01,3e0gA01_R3_i1.npy,500
4pt1B00,4pt1B00_R3_i1.npy,500
4lsxC00,4lsxC00_R2_i1.npy,500
4icvA00,4icvA00_R2_i1.npy,500
4ii1A02,4ii1A02_R1_i1.npy,500
3dvhA00,3dvhA00_R0_i1.npy,500
2oz4A01,2oz4A01_R0_i1.npy,500
3u28C00,3u28C00_R1_i1.npy,500
2n50A00,2n50A00_R2_i1.npy,500
3drxC01,3drxC01_R0_i1.npy,500
4faoC00,4faoC00_R0_i1.npy,500
2issC00,2issC00_R1_i1.npy,500
3dgtA00,3dgtA00_R0_i1.npy,500
2lxeA01,2lxeA01_R1_i1.npy,500
4kjmA02,4kjmA02_R3_i1.npy,500
2xhgA01,2xhgA01_R0_i1.npy,500
2edmA00,2edmA00_R1_i1.npy,500
3h20A01,3h20A01_R3_i1.npy,500
4dq5B00,4dq5B00_R0_i1.npy,500
5h7hA00,5h7hA00_R2_i1.npy,500
3ml3A00,3ml3A00_R2_i1.npy,500
3n40P04,3n40P04_R0_i1.npy,500
3axsA02,3axsA02_R2_i1.npy,500
2dneA00,2dneA00_R1_i1.npy,500
3aekA03,3aekA03_R1_i1.npy,500
2jbvA03,2jbvA03_R0_i1.npy,500
2f40A00,2f40A00_R1_i1.npy,500
3aqlA02,3aqlA02_R3_i1.npy,500
3ispA01,3ispA01_R3_i1.npy,500
4ihqB03,4ihqB03_R1_i1.npy,500
2vycA03,2vycA03_R2_i1.npy,500
2oy8A02,2oy8A02_R3_i1.npy,500
4i1tA02,4i1tA02_R1_i1.npy,500
5fifE01,5fifE01_R2_i1.npy,500
3ossC00,3ossC00_R1_i1.npy,500
4c2mA06,4c2mA06_R1_i1.npy,500
2uvaG09,2uvaG09_R1_i1.npy,500
3tt9A00,3tt9A00_R3_i1.npy,500
3h7lB02,3h7lB02_R1_i1.npy,500
4ng0B00,4ng0B00_R1_i1.npy,500
2w51A01,2w51A01_R1_i1.npy,500
2k0sA00,2k0sA00_R2_i1.npy,500
3p5bL01,3p5bL01_R1_i1.npy,500
3k2yA00,3k2yA00_R1_i1.npy,500
4chdA00,4chdA00_R1_i1.npy,500
4hl4A02,4hl4A02_R3_i1.npy,500
3abqA01,3abqA01_R1_i1.npy,500
3zy2A02,3zy2A02_R1_i1.npy,500
3zrhA01,3zrhA01_R1_i1.npy,500
3mcbB00,3mcbB00_R3_i1.npy,500
2mmbA00,2mmbA00_R1_i1.npy,500
2k3dA00,2k3dA00_R1_i1.npy,500
4p2bA03,4p2bA03_R1_i1.npy,500
4ccdA02,4ccdA02_R0_i1.npy,500
5co1B02,5co1B02_R2_i1.npy,500
2dqaA00,2dqaA00_R1_i1.npy,500
2n3gA00,2n3gA00_R3_i1.npy,500
4f92B03,4f92B03_R3_i1.npy,500
3it8D01,3it8D01_R2_i1.npy,500
4ihqB01,4ihqB01_R0_i1.npy,500
4h2iA02,4h2iA02_R0_i1.npy,500
2mev400,2mev400_R0_i1.npy,500
2ebfX04,2ebfX04_R0_i1.npy,500
2hekA01,2hekA01_R0_i1.npy,500
3pqsA03,3pqsA03_R3_i1.npy,500
4lxqB00,4lxqB00_R3_i1.npy,500
4a18L02,4a18L02_R2_i1.npy,500
2e2dC02,2e2dC02_R1_i1.npy,500
2ikeA00,2ikeA00_R3_i1.npy,500
3abzA03,3abzA03_R0_i1.npy,500
3dnjA00,3dnjA00_R0_i1.npy,500
5h1sc00,5h1sc00_R2_i1.npy,500
4divV01,4divV01_R3_i1.npy,500
3rgzA02,3rgzA02_R0_i1.npy,500
2vngA00,2vngA00_R0_i1.npy,500
5a8wB02,5a8wB02_R1_i1.npy,500
3k7dA01,3k7dA01_R1_i1.npy,500
3qy2A00,3qy2A00_R3_i1.npy,500
4ncbA05,4ncbA05_R1_i1.npy,500
2yvsA02,2yvsA02_R2_i1.npy,500
4w6qA02,4w6qA02_R1_i1.npy,500
