"","OneProt-5","Text","Pocket","Pocket+Text","SG","SG+Text","SG+Pocket","OneProt-4","ST","ST+Text","ST+pocket","ST+Pocket+Text","ST+SG","ST+SG+Text","SG+ST+Pocket","ESM2"
"OneProt-5",1,0.000560628353969593,0.00218183990653531,0.788756664948271,0.000418841531649719,0.0151804079256765,0.00133479083101299,0.0706994637934593,0.00220698586712592,0.0356844421402127,0.00218183990653531,0.00130794174411298,0.00133479083101299,0.0280506298229925,0.000592587624568272,0.00086760661197292
"Text",0.000560628353969593,1,0.00164134570182125,0.000696866907707812,0.000262800944503922,0.823755223491389,0.000955469483410647,0.00034646759640287,0.00165744041672853,0.434912800080748,0.00164134570182125,0.000938792828489288,0.000955469483410647,0.000922313041710063,0.000387278563101746,0.000592587624568272
"Pocket",0.00218183990653531,0.00164134570182125,1,0.00233541799146005,0.0387409846716168,0.00175613253408733,0.384084400882749,0.000841743835039597,0.00499812476508246,0.00492203567532315,0.00492203567532315,0.00323167322080157,0.00331778042978762,0.00314691200925023,0.00175613253408733,0.00236164680169218
"Pocket+Text",0.788756664948271,0.000696866907707812,0.00233541799146005,1,0.000436563141131641,0.00515171347793341,0.00141749107279779,0.214266229327104,0.00236164680169218,0.0191871784468129,0.00233541799146005,0.00138956391640281,0.00141749107279779,0.0459241351763217,0.000620969920264772,0.000914847910263604
"SG",0.000418841531649719,0.000262800944503922,0.0387409846716168,0.000436563141131641,1,0.000274550143173055,0.00327853194494462,8.37802802185882e-05,0.00135325429418794,0.00134217517974151,0.00134217517974151,0.000732229870272471,0.00074337362636984,0.00072120101689896,0.000274550143173055,0.000439567454178243
"SG+Text",0.0151804079256765,0.823755223491389,0.00175613253408733,0.00515171347793341,0.000274550143173055,1,0.00101540151763768,0.00115645495013053,0.00177293686609683,0.371584854957832,0.00175613253408733,0.000998028526837708,0.00101540151763768,0.00169636235131447,0.000406639274753024,0.000625790079642251
"SG+Pocket",0.00133479083101299,0.000955469483410647,0.384084400882749,0.00141749107279779,0.00327853194494462,0.00101540151763768,1,0.000431934291187447,0.00336133947476503,0.00331778042978762,0.00331778042978762,0.00206877862166875,0.00211656160257058,0.00202167806325161,0.00101540151763768,0.00143159048260136
"OneProt-4",0.0706994637934593,0.00034646759640287,0.000841743835039597,0.214266229327104,8.37802802185882e-05,0.00115645495013053,0.000431934291187447,1,0.000847018253593752,0.00548132291048411,0.000841743835039597,0.000576236786032109,0.000431934291187447,0.666913846763003,0.000137850437822866,0.000741106878243355
"ST",0.00220698586712592,0.00165744041672853,0.00499812476508246,0.00236164680169218,0.00135325429418794,0.00177293686609683,0.00336133947476503,0.000847018253593752,1,0.00499812476508246,0.0237189744079699,0.00327455843386829,0.00336133947476503,0.00318912451057108,0.00661899048037196,0.00238805702424253
"ST+Text",0.0356844421402127,0.434912800080748,0.00492203567532315,0.0191871784468129,0.00134217517974151,0.371584854957832,0.00331778042978762,0.00548132291048411,0.00499812476508246,1,0.00492203567532315,0.00323167322080157,0.00331778042978762,0.00497016267333214,0.00175613253408733,0.00236164680169218
"ST+pocket",0.00218183990653531,0.00164134570182125,0.00492203567532315,0.00233541799146005,0.00134217517974151,0.00175613253408733,0.00331778042978762,0.000841743835039597,0.0237189744079699,0.00492203567532315,1,0.00323167322080157,0.00331778042978762,0.00314691200925023,0.313428173588261,0.00236164680169218
"ST+Pocket+Text",0.00130794174411298,0.000938792828489288,0.00323167322080157,0.00138956391640281,0.000732229870272471,0.000998028526837708,0.00206877862166875,0.000576236786032109,0.00327455843386829,0.00323167322080157,0.00323167322080157,1,0.00206877862166875,0.00197525752520928,0.000998028526837708,0.518796901452636
"ST+SG",0.00133479083101299,0.000955469483410647,0.00331778042978762,0.00141749107279779,0.00074337362636984,0.00101540151763768,0.00211656160257058,0.000431934291187447,0.00336133947476503,0.00331778042978762,0.00331778042978762,0.00206877862166875,1,0.00202167806325161,0.0012138411941133,0.00143159048260136
"ST+SG+Text",0.0280506298229925,0.000922313041710063,0.00314691200925023,0.0459241351763217,0.00072120101689896,0.00169636235131447,0.00202167806325161,0.666913846763003,0.00318912451057108,0.00497016267333214,0.00314691200925023,0.00197525752520928,0.00202167806325161,1,0.000980855634434974,0.00246260210757171
"SG+ST+Pocket",0.000592587624568272,0.000387278563101746,0.00175613253408733,0.000620969920264772,0.000274550143173055,0.000406639274753024,0.00101540151763768,0.000137850437822866,0.00661899048037196,0.00175613253408733,0.313428173588261,0.000998028526837708,0.0012138411941133,0.000980855634434974,1,0.000625790079642251
"ESM2",0.00086760661197292,0.000592587624568272,0.00236164680169218,0.000914847910263604,0.000439567454178243,0.000625790079642251,0.00143159048260136,0.000741106878243355,0.00238805702424253,0.00236164680169218,0.00236164680169218,0.518796901452636,0.00143159048260136,0.00246260210757171,0.000625790079642251,1
